|dates|Franklin_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Alabama_UnitedStates.Male_Total_Population.data|Franklin_Alabama_UnitedStates.Male_Total_Population.missing|Franklin_Alabama_UnitedStates.Female_Total_Population.data|Franklin_Alabama_UnitedStates.Female_Total_Population.missing|Franklin_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5296.0|0|15823.0|0|15540.0|0|7695.0|0
