|dates|LaSalle_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|LaSalle_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|LaSalle_Louisiana_UnitedStates.Male_Total_Population.data|LaSalle_Louisiana_UnitedStates.Male_Total_Population.missing|LaSalle_Louisiana_UnitedStates.Female_Total_Population.data|LaSalle_Louisiana_UnitedStates.Female_Total_Population.missing|LaSalle_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|LaSalle_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2524.0|0|7732.0|0|7185.0|0|3419.0|0
