|dates|Uvalde_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Uvalde_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Uvalde_Texas_UnitedStates.Male_Total_Population.data|Uvalde_Texas_UnitedStates.Male_Total_Population.missing|Uvalde_Texas_UnitedStates.Female_Total_Population.data|Uvalde_Texas_UnitedStates.Female_Total_Population.missing|Uvalde_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Uvalde_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4518.0|0|13209.0|0|13637.0|0|7260.0|0
