|dates|Nelson_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nelson_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nelson_Virginia_UnitedStates.Male_Total_Population.data|Nelson_Virginia_UnitedStates.Male_Total_Population.missing|Nelson_Virginia_UnitedStates.Female_Total_Population.data|Nelson_Virginia_UnitedStates.Female_Total_Population.missing|Nelson_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Nelson_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4053.0|0|7170.0|0|7666.0|0|2632.0|0
