|dates|Lewis_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lewis_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lewis_Tennessee_UnitedStates.Male_Total_Population.data|Lewis_Tennessee_UnitedStates.Male_Total_Population.missing|Lewis_Tennessee_UnitedStates.Female_Total_Population.data|Lewis_Tennessee_UnitedStates.Female_Total_Population.missing|Lewis_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Lewis_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2529.0|0|5893.0|0|6193.0|0|2602.0|0
