|dates|Bremer_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bremer_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bremer_Iowa_UnitedStates.Male_Total_Population.data|Bremer_Iowa_UnitedStates.Male_Total_Population.missing|Bremer_Iowa_UnitedStates.Female_Total_Population.data|Bremer_Iowa_UnitedStates.Female_Total_Population.missing|Bremer_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Bremer_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4886.0|0|12348.0|0|12599.0|0|5567.0|0
