|dates|Pasquotank_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pasquotank_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pasquotank_NorthCarolina_UnitedStates.Male_Total_Population.data|Pasquotank_NorthCarolina_UnitedStates.Male_Total_Population.missing|Pasquotank_NorthCarolina_UnitedStates.Female_Total_Population.data|Pasquotank_NorthCarolina_UnitedStates.Female_Total_Population.missing|Pasquotank_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Pasquotank_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6690.0|0|19393.0|0|20246.0|0|8822.0|0
