|dates|Burnett_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Burnett_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Burnett_Wisconsin_UnitedStates.Male_Total_Population.data|Burnett_Wisconsin_UnitedStates.Male_Total_Population.missing|Burnett_Wisconsin_UnitedStates.Female_Total_Population.data|Burnett_Wisconsin_UnitedStates.Female_Total_Population.missing|Burnett_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Burnett_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4396.0|0|7884.0|0|7508.0|0|2731.0|0
