|dates|Wayne_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wayne_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wayne_Pennsylvania_UnitedStates.Male_Total_Population.data|Wayne_Pennsylvania_UnitedStates.Male_Total_Population.missing|Wayne_Pennsylvania_UnitedStates.Female_Total_Population.data|Wayne_Pennsylvania_UnitedStates.Female_Total_Population.missing|Wayne_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Wayne_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12387.0|0|27158.0|0|24118.0|0|8520.0|0
