|dates|LosAlamos_NewMexico_UnitedStates.BLS_EmployedPopulation.data|LosAlamos_NewMexico_UnitedStates.BLS_EmployedPopulation.missing|LosAlamos_NewMexico_UnitedStates.BLS_UnemployedPopulation.data|LosAlamos_NewMexico_UnitedStates.BLS_UnemployedPopulation.missing|LosAlamos_NewMexico_UnitedStates.BLS_UnemploymentRate.data|LosAlamos_NewMexico_UnitedStates.BLS_UnemploymentRate.missing|LosAlamos_NewMexico_UnitedStates.BLS_LaborForcePopulation.data|LosAlamos_NewMexico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-02|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-03|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-04|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-05|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-06|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-07|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-08|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-09|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-10|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-11|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-12|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-13|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-14|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-15|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-16|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-17|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-18|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-19|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-20|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-21|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-22|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-23|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-24|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-25|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-26|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-27|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-28|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-29|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-30|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-01-31|9301.5|0|320.0|0|3.3258847373070726|0|9621.5|0
0|2020-02-01|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-02|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-03|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-04|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-05|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-06|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-07|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-08|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-09|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-10|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-11|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-12|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-13|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-14|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-15|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-16|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-17|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-18|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-19|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-20|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-21|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-22|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-23|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-24|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-25|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-26|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-27|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-28|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-02-29|9338.5|0|308.5|0|3.197885352959469|0|9647.0|0
0|2020-03-01|9282.5|0|346.0|0|3.5934984680895257|0|9628.5|0
0|2020-03-02|9282.5|0|346.0|0|3.5934984680895257|0|9628.5|0
0|2020-03-03|9282.5|0|346.0|0|3.5934984680895257|0|9628.5|0
0|2020-03-04|9282.5|0|346.0|0|3.5934984680895257|0|9628.5|0
0|2020-03-05|9282.5|0|346.0|0|3.5934984680895257|0|9628.5|0
0|2020-03-06|9282.5|0|346.0|0|3.5934984680895257|0|9628.5|0
0|2020-03-07|9282.5|0|346.0|0|3.5934984680895257|0|9628.5|0
0|2020-03-08|9282.5|0|346.0|0|3.5934984680895257|0|9628.5|0
0|2020-03-09|9282.5|0|346.0|0|3.5934984680895257|0|9628.5|0
0|2020-03-10|9282.5|0|346.0|0|3.5934984680895257|0|9628.5|0
0|2020-03-11|9282.5|0|346.0|0|3.5934984680895257|0|9628.5|0
0|2020-03-12|9282.5|0|346.0|0|3.5934984680895257|0|9628.5|0
0|2020-03-13|9282.5|0|346.0|0|3.5934984680895257|0|9628.5|0
0|2020-03-14|9282.5|0|346.0|0|3.5934984680895257|0|9628.5|0
0|2020-03-15|9282.5|0|346.0|0|3.5934984680895257|0|9628.5|0
