|dates|Scioto_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Scioto_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Scioto_Ohio_UnitedStates.Male_Total_Population.data|Scioto_Ohio_UnitedStates.Male_Total_Population.missing|Scioto_Ohio_UnitedStates.Female_Total_Population.data|Scioto_Ohio_UnitedStates.Female_Total_Population.missing|Scioto_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Scioto_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13792.0|0|37285.0|0|38217.0|0|16334.0|0
