|dates|Culpeper_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Culpeper_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Culpeper_Virginia_UnitedStates.Male_Total_Population.data|Culpeper_Virginia_UnitedStates.Male_Total_Population.missing|Culpeper_Virginia_UnitedStates.Female_Total_Population.data|Culpeper_Virginia_UnitedStates.Female_Total_Population.missing|Culpeper_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Culpeper_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8159.0|0|25944.0|0|25915.0|0|12864.0|0
