|dates|SweetGrass_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SweetGrass_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SweetGrass_Montana_UnitedStates.Male_Total_Population.data|SweetGrass_Montana_UnitedStates.Male_Total_Population.missing|SweetGrass_Montana_UnitedStates.Female_Total_Population.data|SweetGrass_Montana_UnitedStates.Female_Total_Population.missing|SweetGrass_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|SweetGrass_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-01-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-01-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-01-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-01-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-01-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-01-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-01-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-01-30|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-01-31|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-18|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-02-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-18|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-30|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-03-31|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-18|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-04-30|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-18|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-30|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-05-31|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-18|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-06-30|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-18|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-30|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-07-31|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-18|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-30|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-08-31|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-18|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-09-30|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-18|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-30|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-10-31|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-18|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-11-30|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-18|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-30|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2020-12-31|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-01-18|986.0|0|1895.0|0|1815.0|0|734.0|0
