|dates|Montague_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montague_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montague_Texas_UnitedStates.Male_Total_Population.data|Montague_Texas_UnitedStates.Male_Total_Population.missing|Montague_Texas_UnitedStates.Female_Total_Population.data|Montague_Texas_UnitedStates.Female_Total_Population.missing|Montague_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Montague_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4315.0|0|9618.0|0|9978.0|0|4454.0|0
