|dates|Concordia_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Concordia_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Concordia_Louisiana_UnitedStates.Male_Total_Population.data|Concordia_Louisiana_UnitedStates.Male_Total_Population.missing|Concordia_Louisiana_UnitedStates.Female_Total_Population.data|Concordia_Louisiana_UnitedStates.Female_Total_Population.missing|Concordia_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Concordia_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3379.0|0|9931.0|0|9641.0|0|4690.0|0
