|dates|Whitley_Kentucky_UnitedStates.AveragePrecipitationTotal.data|Whitley_Kentucky_UnitedStates.AveragePrecipitationTotal.missing|Whitley_Kentucky_UnitedStates.AveragePrecipitation.data|Whitley_Kentucky_UnitedStates.AveragePrecipitation.missing|Whitley_Kentucky_UnitedStates.AverageWindDirection.data|Whitley_Kentucky_UnitedStates.AverageWindDirection.missing|Whitley_Kentucky_UnitedStates.AverageWindSpeed.data|Whitley_Kentucky_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|197.08333333333334|0|6.375|0
0|2020-01-02|0.0|0|0.024513888888888887|0|129.40972222222223|0|5.065972222222222|0
0|2020-01-03|0.03833333333333334|0|0.018541666666666668|0|137.01388888888889|0|3.732638888888889|0
0|2020-01-04|0.005694444444444444|0|0.004930555555555555|0|281.69444444444446|0|10.906944444444443|0
0|2020-01-05|0.0022916666666666667|0|0.0|0|232.1527777777778|0|7.923611111111111|0
0|2020-01-06|0.0|0|0.0|0|58.333333333333336|0|1.5833333333333333|0
0|2020-01-07|0.0075|0|0.007708333333333335|0|205.625|0|6.763888888888888|0
0|2020-01-08|0.0004166666666666667|0|0.0|0|152.91666666666666|0|4.416666666666667|0
0|2020-01-09|0.0|0|0.0|0|100.41666666666667|0|4.583333333333333|0
0|2020-01-10|0.0|0|0.0|0|169.58333333333334|0|9.583333333333334|0
0|2020-01-11|0.0|0|0.04531944444444444|0|196.8888888888889|0|14.805555555555557|0
0|2020-01-12|0.034999999999999996|0|0.0|0|153.05555555555557|0|4.395833333333333|0
0|2020-01-13|0.0|0|0.0|0|35.833333333333336|0|0.8333333333333334|0
0|2020-01-14|0.0036111111111111114|0|0.010604166666666665|0|156.61805555555554|0|4.086805555555555|0
0|2020-01-15|0.0022916666666666667|0|0.006284722222222222|0|141.0625|0|5.7437499999999995|0
0|2020-01-16|0.007083333333333334|0|0.0|0|312.77777777777777|0|7.784722222222222|0
0|2020-01-17|0.0|0|0.0|0|78.75|0|6.083333333333333|0
0|2020-01-18|0.0|0|0.015729166666666666|0|204.79166666666666|0|12.020833333333334|0
0|2020-01-19|0.02125|0|0.0|0|297.2916666666667|0|12.041666666666666|0
0|2020-01-20|0.0|0|0.0|0|134.86111111111111|0|6.958333333333332|0
0|2020-01-21|0.0|0|0.0|0|60.625|0|5.354166666666667|0
0|2020-01-22|0.0|0|0.0|0|61.25|0|1.3333333333333333|0
0|2020-01-23|0.0|0|0.002916666666666667|0|53.333333333333336|0|1.9583333333333333|0
0|2020-01-24|0.012083333333333333|0|0.025236111111111112|0|183.3402777777778|0|7.0625|0
0|2020-01-25|0.0076388888888888895|0|0.000625|0|251.20833333333334|0|8.885416666666666|0
0|2020-01-26|0.0004166666666666667|0|0.0|0|200.41666666666666|0|7.4375|0
0|2020-01-27|0.0016666666666666668|0|0.0020833333333333333|0|252.88194444444443|0|5.125|0
0|2020-01-28|0.0004166666666666667|0|0.0|0|159.16666666666666|0|3.0625|0
0|2020-01-29|0.0|0|0.0001388888888888889|0|48.33333333333334|0|5.465277777777779|0
0|2020-01-30|0.0004166666666666667|0|0.0|0|59.791666666666664|0|1.8125|0
