|dates|Rensselaer_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rensselaer_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rensselaer_NewYork_UnitedStates.Male_Total_Population.data|Rensselaer_NewYork_UnitedStates.Male_Total_Population.missing|Rensselaer_NewYork_UnitedStates.Female_Total_Population.data|Rensselaer_NewYork_UnitedStates.Female_Total_Population.missing|Rensselaer_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Rensselaer_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|27031.0|0|78763.0|0|80679.0|0|31191.0|0
