|dates|Orange_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Orange_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Orange_Virginia_UnitedStates.Male_Total_Population.data|Orange_Virginia_UnitedStates.Male_Total_Population.missing|Orange_Virginia_UnitedStates.Female_Total_Population.data|Orange_Virginia_UnitedStates.Female_Total_Population.missing|Orange_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Orange_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7464.0|0|17877.0|0|18767.0|0|7722.0|0
