|dates|OutofSC_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|OutofSC_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|OutofSC_SouthCarolina_UnitedStates.Male_Total_Population.data|OutofSC_SouthCarolina_UnitedStates.Male_Total_Population.missing|OutofSC_SouthCarolina_UnitedStates.Female_Total_Population.data|OutofSC_SouthCarolina_UnitedStates.Female_Total_Population.missing|OutofSC_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|OutofSC_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
