|dates|Johnson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Johnson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Johnson_Tennessee_UnitedStates.Male_Total_Population.data|Johnson_Tennessee_UnitedStates.Male_Total_Population.missing|Johnson_Tennessee_UnitedStates.Female_Total_Population.data|Johnson_Tennessee_UnitedStates.Female_Total_Population.missing|Johnson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Johnson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4056.0|0|9573.0|0|8205.0|0|2976.0|0
