|dates|Okmulgee_Oklahoma_UnitedStates.BLS_EmployedPopulation.data|Okmulgee_Oklahoma_UnitedStates.BLS_EmployedPopulation.missing|Okmulgee_Oklahoma_UnitedStates.BLS_UnemployedPopulation.data|Okmulgee_Oklahoma_UnitedStates.BLS_UnemployedPopulation.missing|Okmulgee_Oklahoma_UnitedStates.BLS_UnemploymentRate.data|Okmulgee_Oklahoma_UnitedStates.BLS_UnemploymentRate.missing|Okmulgee_Oklahoma_UnitedStates.BLS_LaborForcePopulation.data|Okmulgee_Oklahoma_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-02|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-03|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-04|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-05|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-06|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-07|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-08|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-09|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-10|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-11|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-12|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-13|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-14|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-15|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-16|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-17|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-18|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-19|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-20|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-21|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-22|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-23|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-24|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-25|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-26|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-27|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-28|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-29|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-30|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-01-31|14888.0|0|743.5|0|4.756421328727249|0|15631.5|0
0|2020-02-01|14930.0|0|708.0|0|4.527433175597903|0|15638.0|0
0|2020-02-02|14930.0|0|708.0|0|4.527433175597903|0|15638.0|0
0|2020-02-03|14930.0|0|708.0|0|4.527433175597903|0|15638.0|0
0|2020-02-04|14930.0|0|708.0|0|4.527433175597903|0|15638.0|0
0|2020-02-05|14930.0|0|708.0|0|4.527433175597903|0|15638.0|0
0|2020-02-06|14930.0|0|708.0|0|4.527433175597903|0|15638.0|0
0|2020-02-07|14930.0|0|708.0|0|4.527433175597903|0|15638.0|0
0|2020-02-08|14930.0|0|708.0|0|4.527433175597903|0|15638.0|0
0|2020-02-09|14930.0|0|708.0|0|4.527433175597903|0|15638.0|0
0|2020-02-10|14930.0|0|708.0|0|4.527433175597903|0|15638.0|0
0|2020-02-11|14930.0|0|708.0|0|4.527433175597903|0|15638.0|0
0|2020-02-12|14930.0|0|708.0|0|4.527433175597903|0|15638.0|0
0|2020-02-13|14930.0|0|708.0|0|4.527433175597903|0|15638.0|0
0|2020-02-14|14930.0|0|708.0|0|4.527433175597903|0|15638.0|0
0|2020-02-15|14930.0|0|708.0|0|4.527433175597903|0|15638.0|0
0|2020-02-16|14930.0|0|708.0|0|4.527433175597903|0|15638.0|0
