|dates|Atascosa_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Atascosa_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Atascosa_Texas_UnitedStates.Male_Total_Population.data|Atascosa_Texas_UnitedStates.Male_Total_Population.missing|Atascosa_Texas_UnitedStates.Female_Total_Population.data|Atascosa_Texas_UnitedStates.Female_Total_Population.missing|Atascosa_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Atascosa_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7385.0|0|25084.0|0|25226.0|0|13725.0|0
