|dates|Worth_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Worth_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Worth_Iowa_UnitedStates.Male_Total_Population.data|Worth_Iowa_UnitedStates.Male_Total_Population.missing|Worth_Iowa_UnitedStates.Female_Total_Population.data|Worth_Iowa_UnitedStates.Female_Total_Population.missing|Worth_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Worth_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1531.0|0|3767.0|0|3686.0|0|1540.0|0
