|dates|Broadwater_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Broadwater_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Broadwater_Montana_UnitedStates.Male_Total_Population.data|Broadwater_Montana_UnitedStates.Male_Total_Population.missing|Broadwater_Montana_UnitedStates.Female_Total_Population.data|Broadwater_Montana_UnitedStates.Female_Total_Population.missing|Broadwater_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Broadwater_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1440.0|0|3115.0|0|2970.0|0|1211.0|0
