|dates|Kearny_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kearny_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kearny_Kansas_UnitedStates.Male_Total_Population.data|Kearny_Kansas_UnitedStates.Male_Total_Population.missing|Kearny_Kansas_UnitedStates.Female_Total_Population.data|Kearny_Kansas_UnitedStates.Female_Total_Population.missing|Kearny_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Kearny_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|612.0|0|1967.0|0|1976.0|0|1142.0|0
