|dates|Monroe_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Monroe_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Monroe_WestVirginia_UnitedStates.Male_Total_Population.data|Monroe_WestVirginia_UnitedStates.Male_Total_Population.missing|Monroe_WestVirginia_UnitedStates.Female_Total_Population.data|Monroe_WestVirginia_UnitedStates.Female_Total_Population.missing|Monroe_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Monroe_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3319.0|0|6638.0|0|6642.0|0|2620.0|0
