|dates|Aurora_SouthDakota_UnitedStates.BLS_EmployedPopulation.data|Aurora_SouthDakota_UnitedStates.BLS_EmployedPopulation.missing|Aurora_SouthDakota_UnitedStates.BLS_UnemployedPopulation.data|Aurora_SouthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Aurora_SouthDakota_UnitedStates.BLS_UnemploymentRate.data|Aurora_SouthDakota_UnitedStates.BLS_UnemploymentRate.missing|Aurora_SouthDakota_UnitedStates.BLS_LaborForcePopulation.data|Aurora_SouthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|1499.0|0|38.0|0|2.47234873129473|0|1537.0|0
