|dates|Owen_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Owen_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Owen_Indiana_UnitedStates.Male_Total_Population.data|Owen_Indiana_UnitedStates.Male_Total_Population.missing|Owen_Indiana_UnitedStates.Female_Total_Population.data|Owen_Indiana_UnitedStates.Female_Total_Population.missing|Owen_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Owen_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4019.0|0|10423.0|0|10422.0|0|4393.0|0
