|dates|Marion_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marion_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marion_Indiana_UnitedStates.Male_Total_Population.data|Marion_Indiana_UnitedStates.Male_Total_Population.missing|Marion_Indiana_UnitedStates.Female_Total_Population.data|Marion_Indiana_UnitedStates.Female_Total_Population.missing|Marion_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Marion_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|120358.0|0|460093.0|0|494577.0|0|235211.0|0
