|dates|Lake_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lake_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lake_California_UnitedStates.Male_Total_Population.data|Lake_California_UnitedStates.Male_Total_Population.missing|Lake_California_UnitedStates.Female_Total_Population.data|Lake_California_UnitedStates.Female_Total_Population.missing|Lake_California_UnitedStates.MaleAndFemale_Under18_Population.data|Lake_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14635.0|0|32140.0|0|32242.0|0|13490.0|0
