|dates|Rich_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rich_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rich_Utah_UnitedStates.Male_Total_Population.data|Rich_Utah_UnitedStates.Male_Total_Population.missing|Rich_Utah_UnitedStates.Female_Total_Population.data|Rich_Utah_UnitedStates.Female_Total_Population.missing|Rich_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Rich_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-01-01|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-02|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-03|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-04|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-05|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-06|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-07|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-08|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-09|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-10|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-11|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-12|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-13|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-14|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-15|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-16|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-17|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-18|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-19|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-20|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-21|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-22|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-23|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-24|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-25|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-26|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-27|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-28|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-29|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-30|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-01-31|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-01|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-02|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-03|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-04|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-05|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-06|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-07|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-08|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-09|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-10|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-11|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-12|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-13|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-14|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-15|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-16|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-17|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-18|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-19|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-20|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-21|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-22|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-23|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-24|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-25|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-26|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-27|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-28|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-02-29|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-01|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-02|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-03|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-04|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-05|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-06|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-07|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-08|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-09|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-10|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-11|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-12|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-13|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-14|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-15|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-16|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-17|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-18|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-19|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-20|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-21|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-22|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-23|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-24|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-25|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-26|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-27|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-28|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-29|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-30|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-03-31|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-01|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-02|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-03|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-04|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-05|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-06|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-07|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-08|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-09|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-10|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-11|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-12|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-13|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-14|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-15|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-16|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-17|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-18|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-19|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-20|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-21|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-22|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-23|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-24|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-25|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-26|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-27|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-28|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-29|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-04-30|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-01|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-02|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-03|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-04|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-05|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-06|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-07|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-08|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-09|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-10|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-11|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-12|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-13|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-14|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-15|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-16|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-17|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-18|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-19|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-20|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-21|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-22|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-23|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-24|443.0|0|1268.0|0|1196.0|0|716.0|0
0|2020-05-25|443.0|0|1268.0|0|1196.0|0|716.0|0
