|dates|Duchesne_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Duchesne_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Duchesne_Utah_UnitedStates.Male_Total_Population.data|Duchesne_Utah_UnitedStates.Male_Total_Population.missing|Duchesne_Utah_UnitedStates.Female_Total_Population.data|Duchesne_Utah_UnitedStates.Female_Total_Population.missing|Duchesne_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Duchesne_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2408.0|0|10103.0|0|9861.0|0|6720.0|0
