|dates|Washington_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Mississippi_UnitedStates.Male_Total_Population.data|Washington_Mississippi_UnitedStates.Male_Total_Population.missing|Washington_Mississippi_UnitedStates.Female_Total_Population.data|Washington_Mississippi_UnitedStates.Female_Total_Population.missing|Washington_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7140.0|0|20889.0|0|24174.0|0|11611.0|0
