|dates|Lewis_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lewis_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lewis_WestVirginia_UnitedStates.Male_Total_Population.data|Lewis_WestVirginia_UnitedStates.Male_Total_Population.missing|Lewis_WestVirginia_UnitedStates.Female_Total_Population.data|Lewis_WestVirginia_UnitedStates.Female_Total_Population.missing|Lewis_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Lewis_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3306.0|0|7966.0|0|8058.0|0|3403.0|0
