|dates|Grainger_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grainger_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grainger_Tennessee_UnitedStates.Male_Total_Population.data|Grainger_Tennessee_UnitedStates.Male_Total_Population.missing|Grainger_Tennessee_UnitedStates.Female_Total_Population.data|Grainger_Tennessee_UnitedStates.Female_Total_Population.missing|Grainger_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Grainger_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4741.0|0|11660.0|0|11485.0|0|4704.0|0
