|dates|Dodge_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dodge_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dodge_Georgia_UnitedStates.Male_Total_Population.data|Dodge_Georgia_UnitedStates.Male_Total_Population.missing|Dodge_Georgia_UnitedStates.Female_Total_Population.data|Dodge_Georgia_UnitedStates.Female_Total_Population.missing|Dodge_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Dodge_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3737.0|0|10787.0|0|9918.0|0|4012.0|0
