|dates|Nevada_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nevada_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nevada_Arkansas_UnitedStates.Male_Total_Population.data|Nevada_Arkansas_UnitedStates.Male_Total_Population.missing|Nevada_Arkansas_UnitedStates.Female_Total_Population.data|Nevada_Arkansas_UnitedStates.Female_Total_Population.missing|Nevada_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Nevada_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1718.0|0|4126.0|0|4200.0|0|1882.0|0
