|dates|BristolBay_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|BristolBay_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|BristolBay_Alaska_UnitedStates.Male_Total_Population.data|BristolBay_Alaska_UnitedStates.Male_Total_Population.missing|BristolBay_Alaska_UnitedStates.Female_Total_Population.data|BristolBay_Alaska_UnitedStates.Female_Total_Population.missing|BristolBay_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|BristolBay_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|127.0|0|468.0|0|409.0|0|167.0|0
