|dates|Elkhart_Indiana_UnitedStates.BLS_EmployedPopulation.data|Elkhart_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Elkhart_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Elkhart_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Elkhart_Indiana_UnitedStates.BLS_UnemploymentRate.data|Elkhart_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Elkhart_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Elkhart_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-02|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-03|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-04|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-05|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-06|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-07|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-08|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-09|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-10|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-11|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-12|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-13|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-14|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-15|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-16|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-17|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-18|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-19|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-20|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-21|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-22|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-23|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-24|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-25|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-26|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-27|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-28|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-29|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-30|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-01-31|108225.0|0|3358.0|0|3.009418997517543|0|111583.0|0
0|2020-02-01|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-02|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-03|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-04|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-05|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-06|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-07|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-08|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-09|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-10|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-11|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-12|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-13|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-14|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-15|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-16|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-17|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-18|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-19|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-20|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-21|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-22|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-23|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-24|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-25|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-26|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-27|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-28|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-02-29|108741.0|0|3092.5|0|2.7652715867785593|0|111833.5|0
0|2020-03-01|105997.0|0|3133.0|0|2.8708879318244294|0|109130.0|0
0|2020-03-02|105997.0|0|3133.0|0|2.8708879318244294|0|109130.0|0
0|2020-03-03|105997.0|0|3133.0|0|2.8708879318244294|0|109130.0|0
0|2020-03-04|105997.0|0|3133.0|0|2.8708879318244294|0|109130.0|0
0|2020-03-05|105997.0|0|3133.0|0|2.8708879318244294|0|109130.0|0
0|2020-03-06|105997.0|0|3133.0|0|2.8708879318244294|0|109130.0|0
0|2020-03-07|105997.0|0|3133.0|0|2.8708879318244294|0|109130.0|0
0|2020-03-08|105997.0|0|3133.0|0|2.8708879318244294|0|109130.0|0
0|2020-03-09|105997.0|0|3133.0|0|2.8708879318244294|0|109130.0|0
0|2020-03-10|105997.0|0|3133.0|0|2.8708879318244294|0|109130.0|0
0|2020-03-11|105997.0|0|3133.0|0|2.8708879318244294|0|109130.0|0
0|2020-03-12|105997.0|0|3133.0|0|2.8708879318244294|0|109130.0|0
0|2020-03-13|105997.0|0|3133.0|0|2.8708879318244294|0|109130.0|0
0|2020-03-14|105997.0|0|3133.0|0|2.8708879318244294|0|109130.0|0
0|2020-03-15|105997.0|0|3133.0|0|2.8708879318244294|0|109130.0|0
0|2020-03-16|105997.0|0|3133.0|0|2.8708879318244294|0|109130.0|0
0|2020-03-17|105997.0|0|3133.0|0|2.8708879318244294|0|109130.0|0
0|2020-03-18|105997.0|0|3133.0|0|2.8708879318244294|0|109130.0|0
0|2020-03-19|105997.0|0|3133.0|0|2.8708879318244294|0|109130.0|0
