|dates|Martin_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Martin_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Martin_Minnesota_UnitedStates.Male_Total_Population.data|Martin_Minnesota_UnitedStates.Male_Total_Population.missing|Martin_Minnesota_UnitedStates.Female_Total_Population.data|Martin_Minnesota_UnitedStates.Female_Total_Population.missing|Martin_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Martin_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4650.0|0|9804.0|0|9981.0|0|4306.0|0
