|dates|Sheridan_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sheridan_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sheridan_Wyoming_UnitedStates.Male_Total_Population.data|Sheridan_Wyoming_UnitedStates.Male_Total_Population.missing|Sheridan_Wyoming_UnitedStates.Female_Total_Population.data|Sheridan_Wyoming_UnitedStates.Female_Total_Population.missing|Sheridan_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|Sheridan_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6347.0|0|15179.0|0|15054.0|0|6462.0|0
