|dates|Williamson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Williamson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Williamson_Tennessee_UnitedStates.Male_Total_Population.data|Williamson_Tennessee_UnitedStates.Male_Total_Population.missing|Williamson_Tennessee_UnitedStates.Female_Total_Population.data|Williamson_Tennessee_UnitedStates.Female_Total_Population.missing|Williamson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Williamson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|30480.0|0|113699.0|0|118030.0|0|63088.0|0
