|dates|FortBend_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|FortBend_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|FortBend_Texas_UnitedStates.Male_Total_Population.data|FortBend_Texas_UnitedStates.Male_Total_Population.missing|FortBend_Texas_UnitedStates.Female_Total_Population.data|FortBend_Texas_UnitedStates.Female_Total_Population.missing|FortBend_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|FortBend_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|87128.0|0|386599.0|0|401259.0|0|216504.0|0
