|dates|KeyaPaha_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|KeyaPaha_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|KeyaPaha_Nebraska_UnitedStates.Male_Total_Population.data|KeyaPaha_Nebraska_UnitedStates.Male_Total_Population.missing|KeyaPaha_Nebraska_UnitedStates.Female_Total_Population.data|KeyaPaha_Nebraska_UnitedStates.Female_Total_Population.missing|KeyaPaha_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|KeyaPaha_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|251.0|0|393.0|0|417.0|0|158.0|0
