|dates|Lamar_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lamar_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lamar_Alabama_UnitedStates.Male_Total_Population.data|Lamar_Alabama_UnitedStates.Male_Total_Population.missing|Lamar_Alabama_UnitedStates.Female_Total_Population.data|Lamar_Alabama_UnitedStates.Female_Total_Population.missing|Lamar_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Lamar_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2998.0|0|6767.0|0|7077.0|0|2961.0|0
