|dates|Lubbock_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lubbock_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lubbock_Texas_UnitedStates.Male_Total_Population.data|Lubbock_Texas_UnitedStates.Male_Total_Population.missing|Lubbock_Texas_UnitedStates.Female_Total_Population.data|Lubbock_Texas_UnitedStates.Female_Total_Population.missing|Lubbock_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Lubbock_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|38200.0|0|151464.0|0|155948.0|0|73288.0|0
