|dates|Hardin_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hardin_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hardin_Iowa_UnitedStates.Male_Total_Population.data|Hardin_Iowa_UnitedStates.Male_Total_Population.missing|Hardin_Iowa_UnitedStates.Female_Total_Population.data|Hardin_Iowa_UnitedStates.Female_Total_Population.missing|Hardin_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Hardin_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3716.0|0|8467.0|0|8401.0|0|3367.0|0
