|dates|Erie_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Erie_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Erie_Ohio_UnitedStates.Male_Total_Population.data|Erie_Ohio_UnitedStates.Male_Total_Population.missing|Erie_Ohio_UnitedStates.Female_Total_Population.data|Erie_Ohio_UnitedStates.Female_Total_Population.missing|Erie_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Erie_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|16340.0|0|36441.0|0|38174.0|0|15074.0|0
