|dates|Daviess_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Daviess_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Daviess_Missouri_UnitedStates.Male_Total_Population.data|Daviess_Missouri_UnitedStates.Male_Total_Population.missing|Daviess_Missouri_UnitedStates.Female_Total_Population.data|Daviess_Missouri_UnitedStates.Female_Total_Population.missing|Daviess_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Daviess_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1699.0|0|4193.0|0|4120.0|0|2116.0|0
