|dates|Natchitoches_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Natchitoches_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Natchitoches_Louisiana_UnitedStates.Male_Total_Population.data|Natchitoches_Louisiana_UnitedStates.Male_Total_Population.missing|Natchitoches_Louisiana_UnitedStates.Female_Total_Population.data|Natchitoches_Louisiana_UnitedStates.Female_Total_Population.missing|Natchitoches_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Natchitoches_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6415.0|0|18589.0|0|20070.0|0|9063.0|0
