|dates|Marion_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marion_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marion_Mississippi_UnitedStates.Male_Total_Population.data|Marion_Mississippi_UnitedStates.Male_Total_Population.missing|Marion_Mississippi_UnitedStates.Female_Total_Population.data|Marion_Mississippi_UnitedStates.Female_Total_Population.missing|Marion_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Marion_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4591.0|0|11946.0|0|12769.0|0|5718.0|0
