|dates|Brookings_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brookings_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brookings_SouthDakota_UnitedStates.Male_Total_Population.data|Brookings_SouthDakota_UnitedStates.Male_Total_Population.missing|Brookings_SouthDakota_UnitedStates.Female_Total_Population.data|Brookings_SouthDakota_UnitedStates.Female_Total_Population.missing|Brookings_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Brookings_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4195.0|0|18287.0|0|16945.0|0|7223.0|0
