|dates|Acadia_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Acadia_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Acadia_Louisiana_UnitedStates.Male_Total_Population.data|Acadia_Louisiana_UnitedStates.Male_Total_Population.missing|Acadia_Louisiana_UnitedStates.Female_Total_Population.data|Acadia_Louisiana_UnitedStates.Female_Total_Population.missing|Acadia_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Acadia_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9491.0|0|30342.0|0|31848.0|0|16074.0|0
