|dates|Denton_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Denton_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Denton_Texas_UnitedStates.Male_Total_Population.data|Denton_Texas_UnitedStates.Male_Total_Population.missing|Denton_Texas_UnitedStates.Female_Total_Population.data|Denton_Texas_UnitedStates.Female_Total_Population.missing|Denton_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Denton_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-03-19|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-03-20|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-03-21|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-03-22|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-03-23|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-03-24|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-03-25|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-03-26|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-03-27|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-03-28|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-03-29|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-03-30|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-03-31|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-01|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-02|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-03|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-04|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-05|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-06|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-07|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-08|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-09|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-10|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-11|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-12|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-13|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-14|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-15|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-16|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-17|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-18|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-19|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-20|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-21|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-22|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-23|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-24|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-25|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-26|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-27|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-28|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-29|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-04-30|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-01|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-02|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-03|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-04|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-05|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-06|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-07|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-08|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-09|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-10|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-11|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-12|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-13|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-14|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-15|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-16|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-17|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-18|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-19|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-20|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-21|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-22|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-23|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-24|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-25|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-26|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-27|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-28|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-29|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-30|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-05-31|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-01|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-02|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-03|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-04|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-05|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-06|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-07|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-08|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-09|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-10|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-11|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-12|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-13|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-14|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-15|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-16|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-17|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-18|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-19|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-20|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-21|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-22|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-23|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-24|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-25|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-26|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-27|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-28|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-29|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-06-30|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-01|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-02|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-03|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-04|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-05|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-06|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-07|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-08|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-09|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-10|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-11|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-12|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-13|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-14|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-15|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-16|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-17|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-18|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-19|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-20|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-21|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-22|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-23|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-24|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-25|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-26|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-27|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-28|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-29|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-30|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-07-31|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-01|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-02|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-03|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-04|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-05|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-06|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-07|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-08|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-09|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-10|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-11|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-12|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-13|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-14|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-15|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-16|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-17|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-18|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-19|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-20|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-21|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-22|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-23|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-24|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-25|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-26|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-27|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-28|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-29|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-30|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-08-31|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-01|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-02|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-03|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-04|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-05|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-06|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-07|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-08|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-09|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-10|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-11|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-12|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-13|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-14|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-15|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-16|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-17|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-18|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-19|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-20|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-21|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-22|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-23|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-24|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-25|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-26|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-27|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-28|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-29|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-09-30|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-01|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-02|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-03|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-04|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-05|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-06|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-07|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-08|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-09|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-10|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-11|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-12|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-13|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-14|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-15|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-16|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-17|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-18|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-19|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-20|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-21|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-22|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-23|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-24|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-25|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-26|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-27|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-28|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-29|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-30|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-10-31|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-01|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-02|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-03|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-04|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-05|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-06|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-07|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-08|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-09|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-10|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-11|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-12|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-13|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-14|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-15|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-16|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-17|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-18|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-19|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-20|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-21|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-22|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-23|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-24|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-25|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-26|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-27|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-28|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-29|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-11-30|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-01|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-02|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-03|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-04|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-05|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-06|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-07|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-08|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-09|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-10|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-11|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-12|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-13|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-14|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-15|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-16|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-17|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-18|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-19|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-20|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-21|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-22|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-23|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-24|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-25|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-26|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-27|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-28|87414.0|0|422725.0|0|436339.0|0|211996.0|0
0|2020-12-29|87414.0|0|422725.0|0|436339.0|0|211996.0|0
