|dates|Cass_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cass_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cass_Missouri_UnitedStates.Male_Total_Population.data|Cass_Missouri_UnitedStates.Male_Total_Population.missing|Cass_Missouri_UnitedStates.Female_Total_Population.data|Cass_Missouri_UnitedStates.Female_Total_Population.missing|Cass_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Cass_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17692.0|0|51161.0|0|53793.0|0|25369.0|0
