|dates|Tulare_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tulare_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tulare_California_UnitedStates.Male_Total_Population.data|Tulare_California_UnitedStates.Male_Total_Population.missing|Tulare_California_UnitedStates.Female_Total_Population.data|Tulare_California_UnitedStates.Female_Total_Population.missing|Tulare_California_UnitedStates.MaleAndFemale_Under18_Population.data|Tulare_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|53292.0|0|233078.0|0|232783.0|0|142848.0|0
