|dates|HoodRiver_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|HoodRiver_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|HoodRiver_Oregon_UnitedStates.Male_Total_Population.data|HoodRiver_Oregon_UnitedStates.Male_Total_Population.missing|HoodRiver_Oregon_UnitedStates.Female_Total_Population.data|HoodRiver_Oregon_UnitedStates.Female_Total_Population.missing|HoodRiver_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|HoodRiver_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3666.0|0|11711.0|0|11717.0|0|5629.0|0
