|dates|Kane_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kane_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kane_Illinois_UnitedStates.Male_Total_Population.data|Kane_Illinois_UnitedStates.Male_Total_Population.missing|Kane_Illinois_UnitedStates.Female_Total_Population.data|Kane_Illinois_UnitedStates.Female_Total_Population.missing|Kane_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Kane_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|73009.0|0|266050.0|0|268166.0|0|136009.0|0
