|dates|Morgan_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Morgan_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Morgan_Utah_UnitedStates.Male_Total_Population.data|Morgan_Utah_UnitedStates.Male_Total_Population.missing|Morgan_Utah_UnitedStates.Female_Total_Population.data|Morgan_Utah_UnitedStates.Female_Total_Population.missing|Morgan_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Morgan_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1382.0|0|6224.0|0|5821.0|0|4258.0|0
