|dates|Carbon_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Carbon_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Carbon_Pennsylvania_UnitedStates.Male_Total_Population.data|Carbon_Pennsylvania_UnitedStates.Male_Total_Population.missing|Carbon_Pennsylvania_UnitedStates.Female_Total_Population.data|Carbon_Pennsylvania_UnitedStates.Female_Total_Population.missing|Carbon_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Carbon_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13625.0|0|32037.0|0|32190.0|0|12375.0|0
