|dates|Park_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Park_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Park_Wyoming_UnitedStates.Male_Total_Population.data|Park_Wyoming_UnitedStates.Male_Total_Population.missing|Park_Wyoming_UnitedStates.Female_Total_Population.data|Park_Wyoming_UnitedStates.Female_Total_Population.missing|Park_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|Park_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6805.0|0|14605.0|0|14719.0|0|6039.0|0
