|dates|Luzerne_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Luzerne_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Luzerne_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Luzerne_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Luzerne_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Luzerne_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Luzerne_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Luzerne_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-02|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-03|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-04|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-05|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-06|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-07|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-08|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-09|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-10|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-11|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-12|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-13|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-14|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-15|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-16|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-17|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-18|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-19|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-20|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-21|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-22|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-23|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-24|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-25|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-26|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-27|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
0|2020-01-28|148501.0|0|10555.0|0|6.6360275626194545|0|159056.0|0
