|dates|Monroe_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Monroe_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Monroe_Missouri_UnitedStates.Male_Total_Population.data|Monroe_Missouri_UnitedStates.Male_Total_Population.missing|Monroe_Missouri_UnitedStates.Female_Total_Population.data|Monroe_Missouri_UnitedStates.Female_Total_Population.missing|Monroe_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Monroe_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2023.0|0|4388.0|0|4276.0|0|1895.0|0
