|dates|Onslow_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Onslow_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Onslow_NorthCarolina_UnitedStates.Male_Total_Population.data|Onslow_NorthCarolina_UnitedStates.Male_Total_Population.missing|Onslow_NorthCarolina_UnitedStates.Female_Total_Population.data|Onslow_NorthCarolina_UnitedStates.Female_Total_Population.missing|Onslow_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Onslow_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18266.0|0|109144.0|0|88539.0|0|48417.0|0
